SK_ID_CURR,TARGET
100001,0.08775037083164697
100005,0.16395691594367812
100013,0.11023764926710175
100028,0.07657538867236545
100038,0.15492396176337914
100042,0.07490938135283068
100057,0.10707879260575534
100065,0.14412695141487283
100066,0.06166591829242644
100067,0.12066427808944133
100074,0.09137688225467623
100090,0.14454105494901645
100091,0.14028383538718905
100092,0.13157598612195806
100106,0.18450510625686034
100107,0.13657423049473372
100109,0.13157989191839256
100117,0.1078697334259643
100128,0.087090313173064
100141,0.11537790491698868
100150,0.08880691579547176
100168,0.0922453152399626
100169,0.06372529363754544
100170,0.10424587420415608
100171,0.1215960672029043
100172,0.15202423478347427
100184,0.10229484779177037
100187,0.08572973284655318
100212,0.10905645713633415
100222,0.11108083607632963
100223,0.0773291191358757
100232,0.09156341758513994
100241,0.16100175444336237
100245,0.09753623460501704
100253,0.07848608860729689
100256,0.11013331488977465
100271,0.0788883955606691
100278,0.12510612725109638
100280,0.08826328148445196
100306,0.17404236541736348
100311,0.13910434703001887
100312,0.09129249254010137
100330,0.09288517047473471
100331,0.11722485702936579
100352,0.12338529843413867
100358,0.12290920880409831
100367,0.11565558186944297
100382,0.10202412674487547
100384,0.08933214617331077
100385,0.13914184016452083
100386,0.11108385473080545
100399,0.09850860781424291
100404,0.08654212059681825
100416,0.09257878262978289
100422,0.15778375459668806
100426,0.09982128167333323
100438,0.08088568705526004
100444,0.13244149235160682
100445,0.1494743107919942
100446,0.13578574178876504
100447,0.0906428273718067
100450,0.1048630055821629
100466,0.12138593668126527
100483,0.09240173022095156
100484,0.07433934618110927
100494,0.09864733918538698
100510,0.15609113541170871
100512,0.08620459811895831
100517,0.08813459339903046
100548,0.08492672980022745
100551,0.09622533436440961
100552,0.1487035310515661
100553,0.10255502266828993
100561,0.11108509722725557
100568,0.14294152328106294
100569,0.08783809200901417
100591,0.12240517845810725
100592,0.06694376120289222
100602,0.12545273266541726
100607,0.10282755735781995
100613,0.11747101062077227
100617,0.09423891131424841
100618,0.11520661477011183
100622,0.18910190521193268
100625,0.14824249139838483
100677,0.10469526147425058
100699,0.09434972952570275
100702,0.15531578776933733
100711,0.10753690277117499
100729,0.17200443924007866
100740,0.13746037749431675
100744,0.1224747735625288
100745,0.120836986497132
100747,0.114283917646483
100751,0.1374736624615667
100752,0.11714463455538969
100753,0.17144491959071043
100754,0.12818903118148595
100760,0.14358530037871833
100762,0.12222713713457284
100763,0.09118783947811415
100765,0.09521423213545731
100770,0.11603211743938115
100772,0.10367574077418075
100777,0.1025838102565957
100791,0.0840349238687053
100792,0.07579708865799026
100797,0.11281036143960388
100823,0.11307075758226418
100826,0.11425498768086957
100830,0.09197725004948412
100836,0.15912354178653196
100872,0.09866698849873139
100910,0.1062638434335845
100913,0.08471069145449818
100918,0.09365334023791388
100931,0.07655398622628679
100952,0.14199374887620725
100953,0.13995425665931358
100965,0.13816661513935957
100970,0.10924316787058862
100982,0.1371993554681359
100983,0.10898111938198912
100984,0.08114534032759206
